gmDate,gmTime,seasTyp,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamMin,teamDayOff,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamTRB,teamPTS1,teamPTS2,teamPTS3,teamPTS4,teamPTS5,teamPTS6,teamPTS7,teamPTS8,teamTREB%,teamASST%,teamTS%,teamEFG%,teamOREB%,teamDREB%,teamTO%,teamSTL%,teamBLK%,teamBLKR,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamEDiff,teamPlay%,teamAR,teamAST/TO,teamSTL/TO,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptMin,opptDayOff,opptPTS,opptAST,opptTO,opptSTL,opptBLK,opptPF,opptFGA,opptFGM,opptFG%,oppt2PA,oppt2PM,oppt2P%,oppt3PA,oppt3PM,oppt3P%,opptFTA,opptFTM,opptFT%,opptORB,opptDRB,opptTRB,opptPTS1,opptPTS2,opptPTS3,opptPTS4,opptPTS5,opptPTS6,opptPTS7,opptPTS8,opptTREB%,opptASST%,opptTS%,opptEFG%,opptOREB%,opptDREB%,opptTO%,opptSTL%,opptBLK%,opptBLKR,opptPPS,opptFIC,opptFIC40,opptOrtg,opptDrtg,opptEDiff,opptPlay%,opptAR,opptAST/TO,opptSTL/TO,poss,pace
2015-11-18,20:00,Regular,Fraher,Pat,Wright,Sean,Scott,Kevin,ATL,East,Southeast,Home,Win,240,1,103,23,12,9,6,15,89,38,0.427,59,29,0.4915,30,9,0.3,24,18,0.75,12,33,45,27,35,19,22,0,0,0,0,46.3918,60.5263,0.5173,0.4775,23.5294,71.7391,10.7565,9.1164,6.0776,10.1695,1.1573,82.5,68.75,104.3326,98.255,6.0776,0.427,17.0927,1.9167,75.0,SAC,West,Pacific,Away,Loss,240,3,97,26,21,7,1,22,86,38,0.4419,70,33,0.4714,16,5,0.3125,18,16,0.8889,13,39,52,30,22,27,18,0,0,0,0,53.6082,68.4211,0.5164,0.4709,25.0,75.0,18.2736,7.0906,1.0129,1.4286,1.1279,70.0,58.3333,98.255,104.3326,-6.0776,0.4043,18.4502,1.2381,33.3333,98.7227,98.7227
2015-11-18,20:00,Regular,Wall,Scott,Davis,Marc,Ervin,Mitchell,POR,West,Northwest,Away,Loss,265,2,103,18,19,11,7,27,88,35,0.3977,58,26,0.4483,30,9,0.3,29,24,0.8276,10,38,48,21,25,30,23,4,0,0,0,48.4848,51.4286,0.5111,0.4489,20.8333,74.5098,15.8651,10.2601,6.5292,12.069,1.1705,68.125,51.4151,96.0719,100.7356,-4.6637,0.3608,13.0662,0.9474,57.8947,HOU,West,Southwest,Home,Win,265,2,108,22,18,11,6,20,92,32,0.3478,48,18,0.375,44,14,0.3182,35,30,0.8571,13,38,51,22,13,26,38,9,0,0,0,51.5152,68.75,0.5028,0.4239,25.4902,74.5098,14.3541,10.2601,5.5964,12.5,1.1739,78.375,59.1509,100.7356,96.0719,4.6637,0.3299,14.9254,1.2222,61.1111,107.2114,97.0971
2015-11-18,20:00,Regular,Wall,Scott,Davis,Marc,Ervin,Mitchell,HOU,West,Southwest,Home,Win,265,2,108,22,18,11,6,20,92,32,0.3478,48,18,0.375,44,14,0.3182,35,30,0.8571,13,38,51,22,13,26,38,9,0,0,0,51.5152,68.75,0.5028,0.4239,25.4902,79.1667,14.3541,10.2601,5.5964,12.5,1.1739,78.375,59.1509,100.7356,96.0719,4.6637,0.3299,14.9254,1.2222,61.1111,POR,West,Northwest,Away,Loss,265,2,103,18,19,11,7,27,88,35,0.3977,58,26,0.4483,30,9,0.3,29,24,0.8276,10,38,48,21,25,30,23,4,0,0,0,48.4848,51.4286,0.5111,0.4489,20.8333,79.1667,15.8651,10.2601,6.5292,12.069,1.1705,68.125,51.4151,96.0719,100.7356,-4.6637,0.3608,13.0662,0.9474,57.8947,107.2114,97.0971
2015-11-18,20:00,Regular,Malloy,Ed,Ayotte,Mark,Maddox,Tre,NO,West,Southwest,Away,Loss,240,1,103,21,11,8,4,25,95,43,0.4526,63,35,0.5556,32,8,0.25,9,9,1.0,10,30,40,27,18,29,29,0,0,0,0,44.4444,48.8372,0.5204,0.4947,22.7273,65.2174,10.0036,8.2278,4.1139,6.3492,1.0842,70.375,58.6458,105.9332,113.1325,-7.1993,0.4479,16.0354,1.9091,72.7273,OKC,West,Northwest,Home,Win,240,2,110,19,14,6,4,16,85,38,0.4471,68,31,0.4559,17,7,0.4118,40,27,0.675,16,34,50,21,32,27,30,0,0,0,0,55.5556,50.0,0.5361,0.4882,32.0,68.0,12.0069,6.1709,4.1139,5.8824,1.2941,79.75,66.4583,113.1325,105.9332,7.1993,0.4578,14.0118,1.3571,42.8571,97.2311,97.2311
2015-11-18,20:00,Regular,Malloy,Ed,Ayotte,Mark,Maddox,Tre,OKC,West,Northwest,Home,Win,240,2,110,19,14,6,4,16,85,38,0.4471,68,31,0.4559,17,7,0.4118,40,27,0.675,16,34,50,21,32,27,30,0,0,0,0,55.5556,50.0,0.5361,0.4882,34.7826,77.2727,12.0069,6.1709,4.1139,5.8824,1.2941,79.75,66.4583,113.1325,105.9332,7.1993,0.4578,14.0118,1.3571,42.8571,NO,West,Southwest,Away,Loss,240,1,103,21,11,8,4,25,95,43,0.4526,63,35,0.5556,32,8,0.25,9,9,1.0,10,30,40,27,18,29,29,0,0,0,0,44.4444,48.8372,0.5204,0.4947,25.0,75.0,10.0036,8.2278,4.1139,6.3492,1.0842,70.375,58.6458,105.9332,113.1325,-7.1993,0.4479,16.0354,1.9091,72.7273,97.2311,97.2311
2015-11-18,20:30,Regular,Mott,Rodney,Capers,James,Washington,C.J.,DEN,West,Northwest,Away,Loss,240,1,98,25,6,7,5,17,98,38,0.3878,83,33,0.3976,15,5,0.3333,18,17,0.9444,17,33,50,24,34,21,19,0,0,0,0,50.0,65.7895,0.4626,0.4133,29.8246,76.7442,5.361,7.5633,5.4023,6.0241,1.0,82.0,68.3333,105.886,117.7711,-11.8851,0.4368,18.2588,4.1667,116.6667,SA,West,Southwest,Home,Win,240,2,109,33,10,5,13,13,86,42,0.4884,68,33,0.4853,18,9,0.5,20,16,0.8,10,40,50,31,34,28,16,0,0,0,0,50.0,78.5714,0.5749,0.5407,20.0,80.0,9.542,5.4023,14.0461,19.1176,1.2674,111.5,92.9167,117.7711,105.886,11.8851,0.4884,23.9478,3.3,50.0,92.5524,92.5524
2015-11-18,20:30,Regular,Mott,Rodney,Capers,James,Washington,C.J.,SA,West,Southwest,Home,Win,240,2,109,33,10,5,13,13,86,42,0.4884,68,33,0.4853,18,9,0.5,20,16,0.8,10,40,50,31,34,28,16,0,0,0,0,50.0,78.5714,0.5749,0.5407,23.2558,70.1754,9.542,5.4023,14.0461,19.1176,1.2674,111.5,92.9167,117.7711,105.886,11.8851,0.4884,23.9478,3.3,50.0,DEN,West,Northwest,Away,Loss,240,1,98,25,6,7,5,17,98,38,0.3878,83,33,0.3976,15,5,0.3333,18,17,0.9444,17,33,50,24,34,21,19,0,0,0,0,50.0,65.7895,0.4626,0.4133,34.0,66.0,5.361,7.5633,5.4023,6.0241,1.0,82.0,68.3333,105.886,117.7711,-11.8851,0.4368,18.2588,4.1667,116.6667,92.5524,92.5524
2015-11-18,21:00,Regular,Phillips,Jason,Fitzgerald,Kane,Taylor,Dedric,TOR,East,Atlantic,Away,Loss,240,1,89,14,14,10,4,17,80,34,0.425,60,29,0.4833,20,5,0.25,18,16,0.8889,9,28,37,19,26,19,25,0,0,0,0,47.4359,41.1765,0.5061,0.4563,20.9302,80.0,13.7363,11.0023,4.4009,6.6667,1.1125,57.75,48.125,97.9205,102.3214,-4.4009,0.4,12.0773,1.0,71.4286,UTA,West,Northwest,Home,Win,240,3,93,15,18,9,5,20,72,35,0.4861,50,28,0.56,22,7,0.3182,22,16,0.7273,7,34,41,24,18,17,34,0,0,0,0,52.5641,42.8571,0.5693,0.5347,17.0732,82.9268,18.0578,9.9021,5.5011,10.0,1.2917,64.25,53.5417,102.3214,97.9205,4.4009,0.4217,13.0799,0.8333,50.0,90.8901,90.8901
2015-11-18,21:00,Regular,Phillips,Jason,Fitzgerald,Kane,Taylor,Dedric,UTA,West,Northwest,Home,Win,240,3,93,15,18,9,5,20,72,35,0.4861,50,28,0.56,22,7,0.3182,22,16,0.7273,7,34,41,24,18,17,34,0,0,0,0,52.5641,42.8571,0.5693,0.5347,20.0,79.0698,18.0578,9.9021,5.5011,10.0,1.2917,64.25,53.5417,102.3214,97.9205,4.4009,0.4217,13.0799,0.8333,50.0,TOR,East,Atlantic,Away,Loss,240,1,89,14,14,10,4,17,80,34,0.425,60,29,0.4833,20,5,0.25,18,16,0.8889,9,28,37,19,26,19,25,0,0,0,0,47.4359,41.1765,0.5061,0.4563,24.3243,75.6757,13.7363,11.0023,4.4009,6.6667,1.1125,57.75,48.125,97.9205,102.3214,-4.4009,0.4,12.0773,1.0,71.4286,90.8901,90.8901
2015-11-18,22:30,Regular,Crawford,Dan,Cutler,Kevin,Williams,James,CHI,East,Central,Away,Win,240,2,103,24,20,7,2,17,83,41,0.494,64,32,0.5,19,9,0.4737,14,12,0.8571,11,36,47,31,22,19,31,0,0,0,0,52.2222,58.5366,0.5776,0.5482,27.5,72.0,18.3217,7.3121,2.0892,3.125,1.241,78.0,65.0,107.5926,101.3251,6.2675,0.4457,18.0234,1.2,35.0,PHO,West,Pacific,Home,Loss,240,2,97,16,12,12,4,14,91,37,0.4066,64,29,0.4531,27,8,0.2963,21,15,0.7143,14,29,43,18,29,23,27,0,0,0,0,47.7778,43.2432,0.4838,0.4505,32.5581,67.4419,10.6914,12.5351,4.1784,6.25,1.0659,69.625,58.0208,101.3251,107.5926,-6.2675,0.4157,12.4766,1.3333,100.0,95.7315,95.7315
2015-11-18,22:30,Regular,Crawford,Dan,Cutler,Kevin,Williams,James,PHO,West,Pacific,Home,Loss,240,2,97,16,12,12,4,14,91,37,0.4066,64,29,0.4531,27,8,0.2963,21,15,0.7143,14,29,43,18,29,23,27,0,0,0,0,47.7778,43.2432,0.4838,0.4505,28.0,72.5,10.6914,12.5351,4.1784,6.25,1.0659,69.625,58.0208,101.3251,107.5926,-6.2675,0.4157,12.4766,1.3333,100.0,CHI,East,Central,Away,Win,240,2,103,24,20,7,2,17,83,41,0.494,64,32,0.5,19,9,0.4737,14,12,0.8571,11,36,47,31,22,19,31,0,0,0,0,52.2222,58.5366,0.5776,0.5482,23.4043,76.5957,18.3217,7.3121,2.0892,3.125,1.241,78.0,65.0,107.5926,101.3251,6.2675,0.4457,18.0234,1.2,35.0,95.7315,95.7315
2015-11-19,19:30,Regular,Spooner,Bill,Buchert,Nick,Orr,J.T.,SAC,West,Pacific,Away,Loss,240,1,109,25,18,3,3,27,84,43,0.5119,61,31,0.5082,23,12,0.5217,20,11,0.55,9,33,42,21,25,30,33,0,0,0,0,50.6024,58.1395,0.5873,0.5833,23.6842,73.3333,16.2455,3.0706,3.0706,4.918,1.2976,71.75,59.7917,111.5665,118.7313,-7.1648,0.4624,18.4094,1.3889,16.6667,MIA,East,Southeast,Home,Win,240,2,116,25,7,11,7,15,89,42,0.4719,65,35,0.5385,24,7,0.2917,33,25,0.7576,12,29,41,25,31,26,34,0,0,0,0,49.3976,59.5238,0.5603,0.5112,29.2683,70.7317,6.3337,11.259,7.1648,10.7692,1.3034,99.125,82.6042,118.7313,111.5665,7.1648,0.5,18.4475,3.5714,157.1429,97.6996,97.6996
2015-11-19,19:30,Regular,Spooner,Bill,Buchert,Nick,Orr,J.T.,MIA,East,Southeast,Home,Win,240,2,116,25,7,11,7,15,89,42,0.4719,65,35,0.5385,24,7,0.2917,33,25,0.7576,12,29,41,25,31,26,34,0,0,0,0,49.3976,59.5238,0.5603,0.5112,26.6667,76.3158,6.3337,11.259,7.1648,10.7692,1.3034,99.125,82.6042,118.7313,111.5665,7.1648,0.5,18.4475,3.5714,157.1429,SAC,West,Pacific,Away,Loss,240,1,109,25,18,3,3,27,84,43,0.5119,61,31,0.5082,23,12,0.5217,20,11,0.55,9,33,42,21,25,30,33,0,0,0,0,50.6024,58.1395,0.5873,0.5833,21.4286,78.5714,16.2455,3.0706,3.0706,4.918,1.2976,71.75,59.7917,111.5665,118.7313,-7.1648,0.4624,18.4094,1.3889,16.6667,97.6996,97.6996
2015-11-19,20:00,Regular,Washington,Tom,Guthrie,David,Holtkamp,Lauren,MIL,East,Central,Away,Loss,240,2,100,22,11,8,2,29,73,38,0.5205,65,35,0.5385,8,3,0.375,26,21,0.8077,6,16,22,23,25,31,21,0,0,0,0,33.8462,57.8947,0.5921,0.5411,16.6667,55.1724,11.5256,9.2332,2.3083,3.0769,1.3699,60.0,50.0,115.4155,132.7278,-17.3123,0.4872,18.733,2.0,72.7273,CLE,East,Central,Home,Win,240,2,115,29,17,3,2,24,71,40,0.5634,47,29,0.617,24,11,0.4583,30,24,0.8,13,30,43,28,35,23,29,0,0,0,0,66.1538,72.5,0.6829,0.6408,30.2326,69.7674,16.7984,3.4625,2.3083,4.2553,1.6197,91.0,75.8333,132.7278,115.4155,17.3123,0.5333,22.2734,1.7059,17.6471,86.6435,86.6435
2015-11-19,20:00,Regular,Washington,Tom,Guthrie,David,Holtkamp,Lauren,CLE,East,Central,Home,Win,240,2,115,29,17,3,2,24,71,40,0.5634,47,29,0.617,24,11,0.4583,30,24,0.8,13,30,43,28,35,23,29,0,0,0,0,66.1538,72.5,0.6829,0.6408,44.8276,83.3333,16.7984,3.4625,2.3083,4.2553,1.6197,91.0,75.8333,132.7278,115.4155,17.3123,0.5333,22.2734,1.7059,17.6471,MIL,East,Central,Away,Loss,240,2,100,22,11,8,2,29,73,38,0.5205,65,35,0.5385,8,3,0.375,26,21,0.8077,6,16,22,23,25,31,21,0,0,0,0,33.8462,57.8947,0.5921,0.5411,27.2727,72.7273,11.5256,9.2332,2.3083,3.0769,1.3699,60.0,50.0,115.4155,132.7278,-17.3123,0.4872,18.733,2.0,72.7273,86.6435,86.6435
2015-11-19,22:30,Regular,Zielinski,Gary,Garretson,Ron,Twardoski,Scott,GS,West,Pacific,Away,Win,240,2,124,31,19,4,4,20,73,38,0.5205,43,21,0.4884,30,17,0.5667,36,31,0.8611,8,36,44,25,29,31,39,0,0,0,0,55.6962,81.5789,0.6979,0.637,23.5294,80.0,17.6187,4.0656,4.0656,9.3023,1.6986,100.75,83.9583,126.0342,118.9194,7.1148,0.4524,22.3279,1.6316,21.0526,LAC,West,Pacific,Home,Loss,240,5,117,21,11,11,2,25,88,44,0.5,59,31,0.5254,29,13,0.4483,24,16,0.6667,9,26,35,41,27,23,26,0,0,0,0,44.3038,47.7273,0.5935,0.5739,25.7143,74.2857,10.0402,11.1805,2.0328,3.3898,1.3295,81.0,67.5,118.9194,126.0342,-7.1148,0.4889,16.0846,1.9091,100.0,98.386,98.386
2015-11-19,22:30,Regular,Zielinski,Gary,Garretson,Ron,Twardoski,Scott,LAC,West,Pacific,Home,Loss,240,5,117,21,11,11,2,25,88,44,0.5,59,31,0.5254,29,13,0.4483,24,16,0.6667,9,26,35,41,27,23,26,0,0,0,0,44.3038,47.7273,0.5935,0.5739,20.0,76.4706,10.0402,11.1805,2.0328,3.3898,1.3295,81.0,67.5,118.9194,126.0342,-7.1148,0.4889,16.0846,1.9091,100.0,GS,West,Pacific,Away,Win,240,2,124,31,19,4,4,20,73,38,0.5205,43,21,0.4884,30,17,0.5667,36,31,0.8611,8,36,44,25,29,31,39,0,0,0,0,55.6962,81.5789,0.6979,0.637,18.1818,81.8182,17.6187,4.0656,4.0656,9.3023,1.6986,100.75,83.9583,126.0342,118.9194,7.1148,0.4524,22.3279,1.6316,21.0526,98.386,98.386
2015-11-20,19:00,Regular,Fraher,Pat,Capers,James,Nansel,Brett,PHI,East,Atlantic,Away,Loss,240,2,88,21,18,5,6,18,79,32,0.4051,53,24,0.4528,26,8,0.3077,22,16,0.7273,9,33,42,19,22,29,18,0,0,0,0,50.6024,65.625,0.4962,0.4557,20.0,86.8421,16.8729,5.2419,6.2903,11.3208,1.1139,59.25,49.375,92.2583,118.468,-26.2097,0.3636,16.4474,1.1667,27.7778,CHA,East,Southeast,Home,Win,240,2,113,25,11,7,10,21,81,40,0.4938,56,28,0.5,25,12,0.48,22,21,0.9545,5,36,41,30,32,23,28,0,0,0,0,49.3976,62.5,0.6231,0.5679,12.1951,87.8049,10.8183,7.3387,10.4839,17.8571,1.3951,96.5,80.4167,118.468,92.2583,26.2097,0.4598,19.7348,2.2727,63.6364,95.3844,95.3844
2015-11-20,19:00,Regular,Fraher,Pat,Capers,James,Nansel,Brett,CHA,East,Southeast,Home,Win,240,2,113,25,11,7,10,21,81,40,0.4938,56,28,0.5,25,12,0.48,22,21,0.9545,5,36,41,30,32,23,28,0,0,0,0,49.3976,62.5,0.6231,0.5679,13.1579,80.0,10.8183,7.3387,10.4839,17.8571,1.3951,96.5,80.4167,118.468,92.2583,26.2097,0.4598,19.7348,2.2727,63.6364,PHI,East,Atlantic,Away,Loss,240,2,88,21,18,5,6,18,79,32,0.4051,53,24,0.4528,26,8,0.3077,22,16,0.7273,9,33,42,19,22,29,18,0,0,0,0,50.6024,65.625,0.4962,0.4557,21.4286,78.5714,16.8729,5.2419,6.2903,11.3208,1.1139,59.25,49.375,92.2583,118.468,-26.2097,0.3636,16.4474,1.1667,27.7778,95.3844,95.3844
2015-11-20,19:30,Regular,Adams,Bennie,Callahan,Mike,Ford,Tyler,BKN,East,Atlantic,Away,Loss,240,2,95,17,20,10,0,13,89,35,0.3933,70,27,0.3857,19,8,0.4211,24,17,0.7083,14,30,44,19,23,25,28,0,0,0,0,51.7647,48.5714,0.4771,0.4382,29.1667,81.0811,16.728,9.9276,0.0,0.0,1.0674,56.25,46.875,94.3126,119.1318,-24.8192,0.3684,12.4487,0.85,50.0,BOS,East,Atlantic,Home,Win,240,2,120,39,16,10,4,19,87,51,0.5862,58,41,0.7069,29,10,0.3448,10,8,0.8,7,34,41,23,43,25,29,0,0,0,0,48.2353,76.4706,0.6565,0.6437,17.0732,82.9268,14.8976,9.9276,3.9711,6.8966,1.3793,111.0,92.5,119.1318,94.3126,24.8192,0.5313,26.6393,2.4375,62.5,100.7288,100.7288
2015-11-20,19:30,Regular,Adams,Bennie,Callahan,Mike,Ford,Tyler,BOS,East,Atlantic,Home,Win,240,2,120,39,16,10,4,19,87,51,0.5862,58,41,0.7069,29,10,0.3448,10,8,0.8,7,34,41,23,43,25,29,0,0,0,0,48.2353,76.4706,0.6565,0.6437,18.9189,70.8333,14.8976,9.9276,3.9711,6.8966,1.3793,111.0,92.5,119.1318,94.3126,24.8192,0.5313,26.6393,2.4375,62.5,BKN,East,Atlantic,Away,Loss,240,2,95,17,20,10,0,13,89,35,0.3933,70,27,0.3857,19,8,0.4211,24,17,0.7083,14,30,44,19,23,25,28,0,0,0,0,51.7647,48.5714,0.4771,0.4382,31.8182,68.1818,16.728,9.9276,0.0,0.0,1.0674,56.25,46.875,94.3126,119.1318,-24.8192,0.3684,12.4487,0.85,50.0,100.7288,100.7288
2015-11-20,20:00,Regular,Zarba,Zach,Lindsay,Mark,Scott,Kevin,HOU,West,Southwest,Away,Loss,240,2,84,15,23,11,9,23,74,28,0.3784,45,22,0.4889,29,6,0.2069,37,22,0.5946,9,40,49,19,26,25,14,0,0,0,0,51.0417,53.5714,0.4652,0.4189,18.75,83.3333,20.3037,11.087,9.0712,20.0,1.1351,54.125,45.1042,84.6641,96.759,-12.0949,0.3182,11.6932,0.6522,47.8261,MEM,West,Southwest,Home,Win,240,4,96,26,12,16,4,30,85,36,0.4235,61,28,0.459,24,8,0.3333,19,16,0.8421,8,39,47,23,36,20,17,0,0,0,0,48.9583,72.2222,0.5141,0.4706,17.0213,82.9787,11.3895,16.1265,4.0316,6.5574,1.1294,81.375,67.8125,96.759,84.6641,12.0949,0.4045,19.7929,2.1667,133.3333,99.2156,99.2156
2015-11-20,20:00,Regular,Zarba,Zach,Lindsay,Mark,Scott,Kevin,MEM,West,Southwest,Home,Win,240,4,96,26,12,16,4,30,85,36,0.4235,61,28,0.459,24,8,0.3333,19,16,0.8421,8,39,47,23,36,20,17,0,0,0,0,48.9583,72.2222,0.5141,0.4706,16.6667,81.25,11.3895,16.1265,4.0316,6.5574,1.1294,81.375,67.8125,96.759,84.6641,12.0949,0.4045,19.7929,2.1667,133.3333,HOU,West,Southwest,Away,Loss,240,2,84,15,23,11,9,23,74,28,0.3784,45,22,0.4889,29,6,0.2069,37,22,0.5946,9,40,49,19,26,25,14,0,0,0,0,51.0417,53.5714,0.4652,0.4189,18.3673,81.6327,20.3037,11.087,9.0712,20.0,1.1351,54.125,45.1042,84.6641,96.759,-12.0949,0.3182,11.6932,0.6522,47.8261,99.2156,99.2156
2015-11-20,20:00,Regular,Stafford,Derrick,Ayotte,Mark,Dalen,Eric,DET,East,Central,Away,Win,240,3,96,13,14,11,5,23,87,40,0.4598,59,34,0.5763,28,6,0.2143,13,10,0.7692,8,37,45,22,16,30,28,0,0,0,0,52.9412,32.5,0.5177,0.4943,19.0476,86.0465,13.1184,11.3372,5.1533,8.4746,1.1034,65.125,54.2708,98.9426,88.636,10.3066,0.4301,10.8587,0.9286,78.5714,MIN,West,Northwest,Home,Loss,240,2,86,17,17,7,4,19,77,33,0.4286,64,30,0.4688,13,3,0.2308,25,17,0.68,6,34,40,26,18,21,21,0,0,0,0,47.0588,51.5152,0.4886,0.4481,15.0,85.0,16.1905,7.2146,4.1226,6.25,1.1169,51.875,43.2292,88.636,98.9426,-10.3066,0.375,13.9344,1.0,41.1765,97.026,97.026
2015-11-20,20:00,Regular,Stafford,Derrick,Ayotte,Mark,Dalen,Eric,MIN,West,Northwest,Home,Loss,240,2,86,17,17,7,4,19,77,33,0.4286,64,30,0.4688,13,3,0.2308,25,17,0.68,6,34,40,26,18,21,21,0,0,0,0,47.0588,51.5152,0.4886,0.4481,13.9535,80.9524,16.1905,7.2146,4.1226,6.25,1.1169,51.875,43.2292,88.636,98.9426,-10.3066,0.375,13.9344,1.0,41.1765,DET,East,Central,Away,Win,240,3,96,13,14,11,5,23,87,40,0.4598,59,34,0.5763,28,6,0.2143,13,10,0.7692,8,37,45,22,16,30,28,0,0,0,0,52.9412,32.5,0.5177,0.4943,17.7778,82.2222,13.1184,11.3372,5.1533,8.4746,1.1034,65.125,54.2708,98.9426,88.636,10.3066,0.4301,10.8587,0.9286,78.5714,97.026,97.026
2015-11-20,20:00,Regular,Mauer,Ken,Brown,Tony,Cutler,Kevin,SA,West,Southwest,Away,Loss,240,2,90,22,8,5,8,17,84,34,0.4048,67,25,0.3731,17,9,0.5294,16,13,0.8125,5,38,43,20,21,33,16,0,0,0,0,44.7917,64.7059,0.4943,0.4583,9.8039,84.4444,8.0775,5.2641,8.4226,11.9403,1.0714,73.0,60.8333,94.7541,109.4936,-14.7395,0.3908,18.1758,2.75,62.5,NO,West,Southwest,Home,Win,240,2,104,26,10,3,3,17,88,40,0.4545,66,32,0.4848,22,8,0.3636,17,16,0.9412,7,46,53,22,26,30,26,0,0,0,0,55.2083,65.0,0.5446,0.5,13.2075,86.7925,9.4805,3.1585,3.1585,4.5455,1.1818,86.625,72.1875,109.4936,94.7541,14.7395,0.4396,19.7749,2.6,30.0,94.9827,94.9827
2015-11-20,20:00,Regular,Mauer,Ken,Brown,Tony,Cutler,Kevin,NO,West,Southwest,Home,Win,240,2,104,26,10,3,3,17,88,40,0.4545,66,32,0.4848,22,8,0.3636,17,16,0.9412,7,46,53,22,26,30,26,0,0,0,0,55.2083,65.0,0.5446,0.5,15.5556,90.1961,9.4805,3.1585,3.1585,4.5455,1.1818,86.625,72.1875,109.4936,94.7541,14.7395,0.4396,19.7749,2.6,30.0,SA,West,Southwest,Away,Loss,240,2,90,22,8,5,8,17,84,34,0.4048,67,25,0.3731,17,9,0.5294,16,13,0.8125,5,38,43,20,21,33,16,0,0,0,0,44.7917,64.7059,0.4943,0.4583,11.6279,88.3721,8.0775,5.2641,8.4226,11.9403,1.0714,73.0,60.8333,94.7541,109.4936,-14.7395,0.3908,18.1758,2.75,62.5,94.9827,94.9827
2015-11-20,20:00,Regular,Collins,Derrick,Wright,Sean,Forte,Brian,NY,East,Atlantic,Away,Win,240,3,93,23,20,10,5,20,72,33,0.4583,52,21,0.4038,20,12,0.6,23,15,0.6522,6,30,36,25,23,25,20,0,0,0,0,42.3529,69.697,0.5662,0.5417,17.6471,58.8235,19.5848,10.8155,5.4078,9.6154,1.2917,66.875,55.7292,100.5846,97.3399,3.2447,0.3837,18.3824,1.15,50.0,OKC,West,Northwest,Home,Loss,240,2,90,12,15,9,4,19,92,35,0.3804,63,32,0.5079,29,3,0.1034,23,17,0.7391,21,28,49,20,24,18,28,0,0,0,0,57.6471,34.2857,0.4407,0.3967,42.8571,57.1429,12.8074,9.734,4.3262,6.3492,0.9783,54.875,45.7292,97.3399,100.5846,-3.2447,0.407,9.2937,0.8,60.0,92.4595,92.4595
2015-11-20,20:00,Regular,Collins,Derrick,Wright,Sean,Forte,Brian,OKC,West,Northwest,Home,Loss,240,2,90,12,15,9,4,19,92,35,0.3804,63,32,0.5079,29,3,0.1034,23,17,0.7391,21,28,49,20,24,18,28,0,0,0,0,57.6471,34.2857,0.4407,0.3967,41.1765,82.3529,12.8074,9.734,4.3262,6.3492,0.9783,54.875,45.7292,97.3399,100.5846,-3.2447,0.407,9.2937,0.8,60.0,NY,East,Atlantic,Away,Win,240,3,93,23,20,10,5,20,72,33,0.4583,52,21,0.4038,20,12,0.6,23,15,0.6522,6,30,36,25,23,25,20,0,0,0,0,42.3529,69.697,0.5662,0.5417,16.6667,83.3333,19.5848,10.8155,5.4078,9.6154,1.2917,66.875,55.7292,100.5846,97.3399,3.2447,0.3837,18.3824,1.15,50.0,92.4595,92.4595
2015-11-20,20:30,Regular,Foster,Scott,Mott,Rodney,Maddox,Tre,UTA,West,Northwest,Away,Loss,240,2,93,14,17,4,2,24,80,35,0.4375,60,29,0.4833,20,6,0.3,21,17,0.8095,18,30,48,26,17,28,22,0,0,0,0,58.5366,40.0,0.5211,0.475,40.9091,78.9474,16.0015,4.5821,2.2911,3.3333,1.1625,56.625,47.1875,106.5345,116.8442,-10.3097,0.443,11.6434,0.8235,23.5294,DAL,West,Southwest,Home,Win,240,2,102,24,9,10,5,19,83,39,0.4699,55,31,0.5636,28,8,0.2857,17,16,0.9412,8,26,34,21,35,24,22,0,0,0,0,41.4634,61.5385,0.5637,0.5181,23.5294,76.4706,9.047,11.4553,5.7277,9.0909,1.2289,81.375,67.8125,116.8442,106.5345,10.3097,0.4643,19.4363,2.6667,111.1111,87.2957,87.2957
2015-11-20,20:30,Regular,Foster,Scott,Mott,Rodney,Maddox,Tre,DAL,West,Southwest,Home,Win,240,2,102,24,9,10,5,19,83,39,0.4699,55,31,0.5636,28,8,0.2857,17,16,0.9412,8,26,34,21,35,24,22,0,0,0,0,41.4634,61.5385,0.5637,0.5181,21.0526,59.0909,9.047,11.4553,5.7277,9.0909,1.2289,81.375,67.8125,116.8442,106.5345,10.3097,0.4643,19.4363,2.6667,111.1111,UTA,West,Northwest,Away,Loss,240,2,93,14,17,4,2,24,80,35,0.4375,60,29,0.4833,20,6,0.3,21,17,0.8095,18,30,48,26,17,28,22,0,0,0,0,58.5366,40.0,0.5211,0.475,37.5,62.5,16.0015,4.5821,2.2911,3.3333,1.1625,56.625,47.1875,106.5345,116.8442,-10.3097,0.443,11.6434,0.8235,23.5294,87.2957,87.2957
